职位分类,关键词,工作名称,公司名称,地区,学历,薪资,经验要求,公司性质,公司规模,工作类型
Python开发,python,Python开发,,西安,本科,7000-10000,1-3年,民营,,全职
Python开发,python,Python开发工程师,中软国际,西安,本科,8000-12000,无经验,合资,10000人以上,全职
Python开发,python,软件开发工程师（C/C++、 Java、Scala、Python、go，JS/前后端/测试等）,西安多普多信息科技有限公司,西安,本科,12000-20000,无经验,合资,,全职
Python开发,python,python开发工程师,,西安,大专,7000-11000,3-5年,民营,10000人以上,全职
Python开发,python,Python开发工程师,西安多普多信息科技有限公司,西安,大专,,1-3年,上市公司,,全职
Python开发,python,C/C++、Java、Scala、Python、go，JS/前端/测试等,外企德科数字技术有限公司,西安,本科,12000-20000,无经验,合资,10000人以上,全职
Python开发,python,Python开发工程师,华为技术有限公司,西安,本科,8000-11000,1-3年,民营,,全职
Python开发,python,代码标注 JAVA Python 五险一金周末双休,深圳市法本信息技术股份有限公司,深圳,本科,5000-7000,1-3年,上市公司,1000-9999人,全职
Python开发,python,python开发（双休六险一金，线上面试）,,西安,本科,11000-18000,无经验,合资,,全职
Python开发,python,python开发工程师,深圳市法本信息技术股份有限公司,深圳,本科,8000-13000,3-5年,民营,10000人以上,全职
Python开发,python,Python开发,外企德科数字技术有限公司,西安,本科,15000-16000,3-5年,股份制企业,,全职
Python开发,python,软件开发（多语言 Java Python C/C++js等测试,华为技术有限公司,西安,本科,12000-24000,无经验,合资,10000人以上,全职
Python开发,python,算法工程师（本科，理工科--大模型、机器学习/深度学习、Python）,外企德科数字技术有限公司,西安,本科,10000-15000,1-3年,民营,,全职
Python开发,python,后端开发工程师（python/go）,软通动力信息技术(集团)股份有限公司,西安,本科,13000-16000,3-5年,股份制企业,1000-9999人,全职
Python开发,python,JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,,西安,本科,15000-30000,无经验,合资,,全职
Python开发,python,python自动化测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,6000-12000,1-3年,民营,10000人以上,全职
Python开发,python,数据平台研发工程师【python/go】,博彦科技承德有限公司,西安,本科,15000-16000,3-5年,股份制企业,,全职
Python开发,python,Java/C++/C/Python/GO/JS,,西安,本科,12000-24000,无经验,合资,10000人以上,全职
Python开发,python,H81160岗 python工具开发,博彦科技承德有限公司,西安,本科,8000-10000,1-3年,民营,,全职
Python开发,python,python后端开发工程师,外企德科数字技术有限公司,西安,本科,10000-15000,1-3年,,1000-9999人,全职
Python开发,python,Java/C/C++/Python/前端/测试（接受应届）,华为技术有限公司,西安,本科,16000-26000,无经验,合资,,全职
Python开发,python,python,外企德科数字技术有限公司,西安,本科,11000-15000,5-10年,上市公司,10000人以上,全职
Python开发,python,GO/python后端,软通动力信息技术(集团)股份有限公司,西安,本科,14000-15000,3-5年,民营,,全职
Python开发,python,C/C++/Java/Python/Go通用软件开发/测试,,西安,本科,16000-30000,无经验,合资,10000人以上,全职
Python开发,python,Python开发工程师（缴纳五险一金）,软通动力信息技术(集团)股份有限公司,西安,本科,7000-12000,1-3年,民营,,全职
Python开发,python,Python,博彦科技承德有限公司,西安,本科,,3-5年,上市公司,1000-9999人,全职
Python开发,python,C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,,西安,本科,15000-30000,无经验,合资,,全职
Python开发,python,python开发工程师（短期驻场）,西安经济技术开发区人力资源开发有限公司,西安,大专,14000-20000,3-5年,,20-99人,全职
Python开发,python,Python开发（13薪，双休，五险一金）,,西安,大专,,1-3年,上市公司,,全职
Python开发,python,Java/C/C++/Python/Go开发工程师,西安经济技术开发区人力资源开发有限公司,西安,本科,13000-26000,无经验,合资,10000人以上,全职
Python开发,python,python自动化测试工程师,中软国际,西安,本科,9000-16000,1-3年,民营,,全职
Python开发,python,python（周末双休-西安）,,西安,本科,,3-5年,上市公司,10000人以上,全职
Python开发,python,Java/C/C++/Python/前端/测试（接受应届）,中软国际,西安,本科,15000-30000,无经验,合资,,全职
Python开发,python,python软件开发工程师,外企德科数字技术有限公司,西安,本科,10000-18000,1-3年,民营,10000人以上,全职
Python开发,python,Python工程师（西安）,华为技术有限公司,西安,本科,,1-3年,上市公司,,全职
Python开发,python,python开发（大厂外包）,外企德科数字技术有限公司,西安,本科,11000-19000,3-5年,合资,10000人以上,全职
Python开发,python,python软件工程师,软通动力信息技术(集团)股份有限公司,西安,本科,6000-11000,1-3年,民营,,全职
Python开发,python,python自动化测试（西安）,,西安,本科,,3-5年,上市公司,10000人以上,全职
Python开发,python,C/C++/Java/Python/GO/算法/web前端开发,软通动力信息技术(集团)股份有限公司,西安,本科,16000-30000,无经验,合资,,全职
Python开发,python,python开发工程师,中软国际,西安,大专,10000-13000,1-3年,民营,20人以下,全职
Python开发,python,python自动化测试工程师,,西安,大专,,3-5年,上市公司,,全职
Python开发,python,Java/python/C/C++/JS前后端软件开发工程师,中软国际,西安,本科,13000-26000,无经验,合资,10000人以上,全职
Python开发,python,python工程师,外企德科数字技术有限公司,西安,本科,10000-15000,3-5年,股份制企业,,全职
Python开发,python,Python工程师,华为技术有限公司,西安,本科,,无经验,上市公司,10000人以上,全职
Python开发,python,软件工程师c/c++/python/java+双休,外企德科数字技术有限公司,西安,本科,22000-23000,无经验,合资,,全职
Python开发,python,python/AI开发工程师,陕西欣华自动化科技有限公司,西安,本科,8000-12000,1-3年,上市公司,20-99人,全职
Python开发,python,python高级后端开发工程师,,西安,本科,10000-14000,5-10年,民营,,全职
Python开发,python,Java/C++/C/Python/测试开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,西安,本科,13000-26000,无经验,合资,10000人以上,全职
Python开发,python,后端开发工程师（Java及python）,华为技术有限公司,西安,本科,8000-15000,3-5年,民营,,全职
Python开发,python,Python开发,外企德科数字技术有限公司,西安,本科,7000-9000,1-3年,民营,100-299人,全职
Python开发,python,Java/C/C++/Python/JS 软件开发（多部门推荐）,北京鑫质世纪科技股份有限公司,北京,本科,16000-30000,无经验,合资,,全职
Python开发,python,python自动化测试工程师,,西安,大专,,5-10年,上市公司,10000人以上,全职
Python开发,python,Python开发工程师,北京鑫质世纪科技股份有限公司,北京,大专,20000-40000,3-5年,民营,,全职
Python开发,python,软件开发工程师(Java/C/C++/Python/Js),软通动力信息技术(集团)股份有限公司,西安,本科,15000-30000,无经验,合资,10000人以上,全职
Python开发,python,后端开发工程师【python/go】,,西安,本科,14000-15000,3-5年,股份制企业,,全职
Python开发,python,python自动化测试工程师,软通动力信息技术(集团)股份有限公司,西安,本科,6000-10000,1年以下,民营,10000人以上,全职
Python开发,python,c++/python/java/c/算法/测试,外企德科数字技术有限公司,西安,本科,15000-30000,无经验,合资,,全职
Python开发,python,后端开发（python/go）,华为技术有限公司,西安,本科,14000-15000,3-5年,股份制企业,500-999人,全职
Python开发,python,python后端开发工程师,外企德科数字技术有限公司,西安,本科,6000-12000,1年以下,民营,,全职
Python开发,python,JAVA/C++/C/Python 14薪双休 应届生可投,中软国际,西安,本科,15000-30000,无经验,合资,10000人以上,全职
Python开发,python,python工程师,,西安,本科,15000-30000,无经验,,,全职
Python开发,python,Python/Java,中软国际,西安,本科,6000-9000,无经验,,1000-9999人,全职
Python开发,python,算法工程师/C/C#/C++/java/python/js,北京鼎腾科技有限公司,北京,本科,13000-26000,无经验,合资,,全职
Python开发,python,Python开发工程师,,西安,本科,10000-20000,3-5年,民营,100-299人,全职
Python开发,python,python后端开发,北京鼎腾科技有限公司,北京,本科,7000-10000,1-3年,民营,,全职
Python开发,python,Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,西安,本科,12000-24000,无经验,合资,10000人以上,全职
Python开发,python,python,华为技术有限公司,西安,本科,9000-12000,1-3年,民营,,全职
Python开发,python,python助教9000+，一轮面试就过,核桃编程,西安,大专,7000-12000,1-3年,民营,1000-9999人,全职
Python开发,python,软件开发工程师（Java/C/C++/python),,西安,大专,15000-30000,无经验,合资,,全职
Python开发,python,Python工程师（西安）,核桃编程,西安,本科,,1-3年,上市公司,10000人以上,全职
Python开发,python,python软件工程师,外企德科数字技术有限公司,西安,本科,9000-16000,无经验,民营,,全职
Python开发,python,Java/C/C++/Python/前端/测试（接受应届）,华为技术有限公司,西安,本科,14000-28000,无经验,合资,10000人以上,全职
Python开发,python,python自动化测试工程师,外企德科数字技术有限公司,西安,本科,,1-3年,上市公司,,全职
Python开发,python,python开发,中软国际,西安,本科,10000-18000,3-5年,民营,10000人以上,全职
Python开发,python,软件开发（多语言 Java Python C/C++js等测试,,西安,本科,12000-24000,无经验,合资,,全职
Python开发,python,Python开发工程师,中软国际,西安,本科,,1-3年,上市公司,10000人以上,全职
Python开发,python,Python开发工程师,软通动力信息技术(集团)股份有限公司,西安,本科,13000-15000,1-3年,民营,,全职
Python开发,python,python深度学习工程师(中级),,西安,本科,10000-15000,3-5年,民营,10000人以上,全职
Python开发,python,Java/五险一金/餐补/菜鸟物流,软通动力信息技术(集团)股份有限公司,西安,本科,8000-13000,1-3年,上市公司,,全职
Python开发,python,python,外企德科数字技术有限公司,西安,本科,9000-16000,3-5年,民营,10000人以上,全职
Python开发,python,python高级开发工程师,华为技术有限公司,西安,本科,15000-20000,5-10年,民营,,全职
Python开发,python,java数据工程师,外企德科数字技术有限公司,西安,本科,8000-12000,3-5年,民营,10000人以上,全职
Python开发,python,python后端开发工程师,中软国际,西安,本科,10000-15000,无经验,民营,,全职
Python开发,python,python软件工程师(初级),,西安,本科,6000-10000,1-3年,民营,10000人以上,全职
Python开发,python,大数据开发工程师,中软国际,西安,本科,14000-27000,3-5年,合资,,全职
Python开发,python,Python开发工程师,软通动力信息技术(集团)股份有限公司,西安,本科,10000-15000,1-3年,民营,10000人以上,全职
Python开发,python,c++高级软件工程师,,西安,本科,5000-10000,3-5年,其它,,全职
Python开发,python,数据专员,博彦科技承德有限公司,西安,大专,6000-7000,1-3年,股份制企业,1000-9999人,全职
Python开发,python,python开发,,西安,大专,9000-16000,1-3年,民营,,全职
Python开发,python,测试工程师（自动化、性能 ）有食堂,博彦科技承德有限公司,西安,本科,13000-18000,5-10年,港澳台公司,10000人以上,全职
Python开发,python,数据分析文员,软通动力信息技术(集团)股份有限公司,西安,本科,6000-8000,1-3年,民营,,全职
Python开发,python,python自动化测试工程师,,西安,本科,10000-15000,3-5年,民营,1000-9999人,全职
